City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,ouesso,1.6136,16.0517,23.26,95,98,1.04,CG,1687191197
273,fernie,49.5,-115.0687,10.05,82,100,2.96,CA,1687191198
274,mount isa,-20.7333,139.5,14.87,33,7,4.12,AU,1687191198
275,vilyuysk,63.7553,121.6247,13.26,97,100,1.52,RU,1687191199
276,port blair,11.6667,92.75,27.99,84,100,6.06,IN,1687191199
277,homer,59.6425,-151.5483,11.94,76,0,0.0,US,1687190956
278,sao filipe,14.8961,-24.4956,24.84,78,13,2.32,CV,1687191201
279,celestun,20.8667,-90.4,32.9,51,1,2.76,MX,1687191201
280,kirakira,-10.4544,161.9205,25.74,87,100,3.19,SB,1687191202
281,deep river,46.1001,-77.4995,21.64,62,95,2.08,CA,1687191202
282,george town,5.4112,100.3354,28.96,70,20,0.51,MY,1687191060
283,alice springs,-23.7,133.8833,13.45,51,100,1.03,AU,1687190977
284,yenagoa,4.9247,6.2642,24.75,94,100,2.53,NG,1687191203
285,podgornoye,51.735,39.1496,22.12,43,0,2.0,RU,1687191203
286,sopelana,43.3789,-2.9831,21.27,84,40,2.57,ES,1687191204
287,balkhash,46.844,74.9804,24.52,42,53,5.3,KZ,1687191204
288,mayahi,13.9553,7.6712,39.92,18,100,1.33,NE,1687191205
289,najran,17.4924,44.1277,32.36,9,47,5.28,SA,1687191205
290,almenara,-16.1836,-40.6944,26.2,52,94,2.28,BR,1687191206
291,leshukonskoye,64.8989,45.7622,10.54,46,86,2.94,RU,1687191206
292,sambava,-14.2667,50.1667,24.58,68,19,7.21,MG,1687191206
293,smirnykh,49.75,142.8333,7.26,95,43,1.41,RU,1687191207
294,basco,20.4487,121.9702,28.72,79,2,5.36,PH,1687191207
295,somma lombardo,45.683,8.7087,30.21,50,0,2.57,IT,1687191208
296,korla,41.7597,86.1469,31.58,15,100,2.79,CN,1687191208
297,georgetown,5.4112,100.3354,28.96,70,20,0.51,MY,1687190971
298,kendari,-3.945,122.4989,23.77,83,100,0.71,ID,1687191209
299,evensk,61.95,159.2333,9.53,75,2,0.52,RU,1687191056
300,ust-maya,60.4167,134.5333,16.76,70,100,1.5,RU,1687191210
301,ndago,-4.6,34.35,23.77,40,63,2.43,TZ,1687191210
302,bara,10.3744,10.7288,36.9,31,94,5.42,NG,1687191211
303,inuvik,68.3499,-133.7218,16.48,59,75,2.06,CA,1687191211
304,beaufort,5.3473,115.7455,24.1,93,100,0.98,MY,1687191212
305,novobirilyussy,56.9514,90.6661,11.17,59,85,2.84,RU,1687191077
306,saiha,22.4833,92.9667,22.2,98,100,1.12,IN,1687191213
307,aswan,24.0934,32.907,39.07,12,0,6.93,EG,1687191213
308,noumea,-22.2763,166.4572,20.56,99,0,3.42,NC,1687191213
309,sanandaj,35.3144,46.9923,24.89,17,0,3.14,IR,1687191214
310,cockburn town,21.4612,-71.1419,28.39,76,58,7.77,TC,1687190987
311,elko,41.0002,-115.5012,17.08,32,9,7.6,US,1687190927
312,mahebourg,-20.4081,57.7,23.16,60,75,5.66,MU,1687191216
313,rio gallegos,-51.6226,-69.2181,4.03,70,0,3.6,AR,1687191216
314,dovbysh,50.3733,27.9874,20.81,82,100,1.69,UA,1687191216
315,nyrob,60.733,56.7202,8.11,58,100,3.47,RU,1687191217
316,danane,7.2596,-8.155,27.72,73,90,1.14,CI,1687191217
317,tautira,-17.7333,-149.15,27.01,77,5,3.48,PF,1687191218
318,axim,4.8699,-2.2405,26.54,82,90,4.41,GH,1687191218
319,grootfontein,-19.5667,18.1167,20.87,14,2,1.92,NA,1687191219
320,lake charles,30.2131,-93.2044,33.99,73,75,7.72,US,1687191116
321,muros,42.7762,-9.0603,21.02,83,97,2.31,ES,1687191219
322,hobyo,5.3505,48.5268,25.55,83,39,11.93,SO,1687191220
323,simao,22.7886,100.9748,19.74,98,100,1.37,CN,1687191220
324,brunswick,41.2381,-81.8418,27.7,43,75,4.12,US,1687191221
325,isoka,-10.1606,32.6335,17.26,56,8,1.42,ZM,1687191221
326,portland,45.5234,-122.6762,13.4,88,75,2.57,US,1687190680
327,bosaso,11.2842,49.1816,33.23,53,3,0.53,SO,1687191222
328,singaraja,-8.112,115.0882,25.32,73,32,1.29,ID,1687191222
329,gat,31.61,34.7642,25.43,100,0,4.91,IL,1687190960
330,high prairie,55.4334,-116.4858,10.31,74,100,8.93,CA,1687191223
331,cherskiy,68.75,161.3,11.9,78,100,5.97,RU,1687191034
332,seymchan,62.8833,152.4333,10.66,71,0,0.8,RU,1687191225
333,karratha,-20.7377,116.8463,20.67,68,92,3.17,AU,1687191011
334,atbasar,51.8,68.3333,9.91,80,99,10.15,KZ,1687191010
335,rundu,-17.9333,19.7667,22.13,16,0,0.9,NA,1687191226
336,great falls,47.5002,-111.3008,14.66,37,0,7.72,US,1687191227
337,novyy urengoy,66.0833,76.6333,3.31,87,98,4.25,RU,1687191227
338,los gatos,37.2266,-121.9747,17.16,56,20,8.23,US,1687191224
339,waingapu,-9.6567,120.2641,22.77,87,98,1.88,ID,1687191228
340,fort nelson,58.8053,-122.7002,14.97,60,54,1.79,CA,1687190923
341,lucenec,48.3325,19.6671,25.3,63,62,2.34,SK,1687191229
342,mahon,39.8885,4.2658,28.31,61,0,6.69,ES,1687191229
343,port hedland,-20.3167,118.5667,17.03,82,100,4.63,AU,1687191229
344,conceicao do araguaia,-8.2578,-49.2647,32.79,38,35,3.37,BR,1687191230
345,murovane,49.5214,22.9367,20.5,76,3,1.58,UA,1687191230
346,virginia beach,36.8529,-75.978,30.59,61,20,5.66,US,1687190941
347,drumheller,51.4617,-112.7101,12.27,65,100,3.62,CA,1687190997
348,asau,46.4333,26.4,22.51,81,84,1.01,RO,1687191231
349,chapais,49.7834,-74.8492,20.88,49,61,2.71,CA,1687191232
350,westport,41.1415,-73.3579,26.34,69,20,5.66,US,1687191147
351,hargeysa,9.56,44.065,25.83,49,85,7.7,SO,1687191233
352,sokolo,14.7328,-6.1219,41.4,18,20,3.93,ML,1687191233
353,norman wells,65.282,-126.8329,15.02,72,75,1.54,CA,1687191123
354,holzminden,51.828,9.4455,28.17,52,92,2.68,DE,1687191234
355,kabalo,-6.05,26.9167,29.57,29,35,1.92,CD,1687191235
356,akonolinga,3.7667,12.25,23.14,96,97,0.68,CM,1687191235
357,ponta delgada,37.7333,-25.6667,21.4,73,40,2.06,PT,1687191235
358,troitsko-pechorsk,62.7084,56.1964,6.7,58,100,3.29,RU,1687191236
359,bethel,41.3712,-73.414,26.23,62,40,2.06,US,1687190951
360,farah,32.5,62.5,36.53,7,1,3.62,AF,1687190992
361,tabat,-2.635,115.2274,23.81,93,81,0.68,ID,1687191238
362,camp verde,34.5636,-111.8543,29.41,14,0,5.91,US,1687191239
363,the colony,33.089,-96.8864,32.38,71,40,5.14,US,1687191239
364,satipo,-11.2522,-74.6386,26.72,56,31,1.26,PE,1687191239
365,chicama,-7.8447,-79.1469,21.3,63,27,3.37,PE,1687191240
366,porto novo,6.4965,2.6036,28.6,73,94,4.97,BJ,1687191106
